[2025-04-22 09:31:46] info: 	z2m: Logging to console, file (filename: log.log)
[2025-04-22 09:31:46] info: 	z2m: Starting Zigbee2MQTT version 2.1.1 (commit #1accb8b66b95b99658c50e4c0209edcb946a5fe2)
[2025-04-22 09:31:46] info: 	z2m: Starting zigbee-herdsman (3.2.5)
[2025-04-22 09:31:46] info: 	zh:adapter:discovery: Matched adapter: {"path":"/dev/ttyUSB0","manufacturer":"ITead","serialNumber":"2ce7b14df766ec11b1a42142ef680de7","pnpId":"usb-ITead_Sonoff_Zigbee_3.0_USB_Dongle_Plus_2ce7b14df766ec11b1a42142ef680de7-if00-port0","vendorId":"10c4","productId":"ea60"} => zstack: path=/dev/ttyUSB0, score=4
[2025-04-22 09:31:46] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyUSB0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2025-04-22 09:31:46] info: 	zh:zstack:znp: Serialport opened
[2025-04-22 09:31:46] info: 	z2m: zigbee-herdsman started (resumed)
[2025-04-22 09:31:46] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20230507,"transportrev":2},"type":"zStack3x0"}'
[2025-04-22 09:31:46] info: 	z2m: Temperature Office (0xa4c138d142fa6125): WSD500A - Tuya Temperature & humidity sensor (EndDevice)
[2025-04-22 09:31:46] info: 	z2m: Temperature Livingroom (0xa4c138695f3b3476): WSD500A - Tuya Temperature & humidity sensor (EndDevice)
[2025-04-22 09:31:46] info: 	z2m: Temperature Pantry (0xa4c138f845ec194a): WSD500A - Tuya Temperature & humidity sensor (EndDevice)
[2025-04-22 09:31:46] info: 	z2m: Motion 1 (0x00124b00293268a9): SNZB-03 - SONOFF Motion sensor (EndDevice)
[2025-04-22 09:31:46] info: 	z2m: Motion 2 (0x00124b0029328998): SNZB-03 - SONOFF Motion sensor (EndDevice)
[2025-04-22 09:31:46] info: 	z2m: Plug 1 (0x282c02bfffecabb5): 3RSP02028BZ - Third Reality Zigbee / BLE smart plug with power (Router)
[2025-04-22 09:31:46] info: 	z2m: Temperature chickens! (0xa4c1388989ae7797): WSD500A - Tuya Temperature & humidity sensor (EndDevice)
[2025-04-22 09:31:46] info: 	z2m: Plug 4 (0x282c02bfffee2a4b): 3RSP02028BZ - Third Reality Zigbee / BLE smart plug with power (Router)
[2025-04-22 09:31:46] info: 	z2m: Plug 2 (0x282c02bfffec9a39): 3RSP02028BZ - Third Reality Zigbee / BLE smart plug with power (Router)
[2025-04-22 09:31:46] info: 	z2m: Plug 3 (0x282c02bfffecf0c6): 3RSP02028BZ - Third Reality Zigbee / BLE smart plug with power (Router)
[2025-04-22 09:31:46] info: 	z2m: Temperature Green House (0xa4c138322c1c566d): WSD500A - Tuya Temperature & humidity sensor (EndDevice)
[2025-04-22 09:31:46] info: 	z2m: Gate Contact Sensor (0x00158d008b6980d9): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2025-04-22 09:31:46] info: 	z2m: Currently 12 devices are joined.
[2025-04-22 09:31:46] info: 	z2m: Connecting to MQTT server at mqtt://mosquitto:1883
[2025-04-22 09:31:46] info: 	z2m: Connected to MQTT server
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2025-04-22 09:31:46] info: 	z2m: Started frontend on port 8080
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"battery":100,"humidity":26.27,"last_seen":"2025-04-22T05:55:07.016Z","linkquality":185,"temperature":21.89,"voltage":3000}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Livingroom', payload '{"battery":100,"humidity":25.63,"last_seen":"2025-04-22T05:42:16.486Z","linkquality":83,"temperature":22.5,"voltage":2900}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Pantry', payload '{"battery":100,"humidity":25.53,"last_seen":"2025-04-22T05:42:23.862Z","linkquality":185,"temperature":21.35,"voltage":3000}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Motion 1', payload '{"battery":100,"battery_low":false,"last_seen":"2025-04-22T15:30:23.479Z","linkquality":80,"occupancy":false,"voltage":3000}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Motion 2', payload '{"battery":100,"battery_low":false,"last_seen":"2025-03-15T06:00:10.577Z","linkquality":83,"occupancy":true,"voltage":3000}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Plug 1', payload '{"ac_frequency":60,"current":0,"energy":1.7,"last_seen":"2025-04-22T15:28:24.914Z","linkquality":76,"power":0,"power_factor":0,"power_on_behavior":null,"state":"OFF","update":{"installed_version":268513372,"latest_version":268513372,"state":"idle"},"voltage":119.5}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature chickens!', payload '{"battery":100,"humidity":30.84,"last_seen":"2025-04-22T05:57:37.872Z","linkquality":18,"temperature":23.33,"voltage":2900}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Plug 4', payload '{"ac_frequency":60,"current":0.71,"energy":29.82,"last_seen":"2025-04-22T15:30:10.736Z","linkquality":182,"power":62.2,"power_factor":0.74,"power_on_behavior":null,"state":"ON","update":{"installed_version":268513372,"latest_version":268513372,"state":"idle"},"voltage":118.7}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Plug 2', payload '{"ac_frequency":60,"current":0.04,"energy":2.75,"last_seen":"2025-04-22T05:56:24.998Z","linkquality":18,"power":1.4,"power_factor":0.43,"power_on_behavior":null,"state":"ON","update":{"installed_version":268513372,"latest_version":268513372,"state":"idle"},"voltage":119}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Plug 3', payload '{"ac_frequency":60,"current":0,"energy":0.11,"last_seen":"2025-04-22T05:57:26.478Z","linkquality":189,"power":0,"power_factor":0,"power_on_behavior":null,"state":"ON","update":{"installed_version":268513372,"latest_version":268513372,"state":"idle"},"voltage":118.3}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Green House', payload '{"battery":100,"humidity":24.26,"last_seen":"2025-04-22T05:47:50.409Z","linkquality":185,"temperature":25.58,"voltage":3000}'
[2025-04-22 09:31:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Gate Contact Sensor', payload '{"battery":100,"contact":true,"device_temperature":30,"last_seen":"2025-04-22T15:28:48.010Z","linkquality":61,"power_outage_count":144,"trigger_count":18,"voltage":3095}'
[2025-04-22 09:31:46] info: 	z2m: Zigbee2MQTT started!
[2025-04-22 09:31:51] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x00124b0024c3d00b/connection_state/config', payload '{"device":{"hw_version":"zStack3x0 20230507","identifiers":["zigbee2mqtt_bridge_0x00124b0024c3d00b"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.1.1"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"2.1.1","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0x00124b0024c3d00b_connection_state_zigbee2mqtt","value_template":"{{ value_json.state }}"}'
